age_s,dmarried_s,empl_06,salary_06,profit_06,days_06,hours_06,contract_06,dformal_06,educ_s,city,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,educ_lb,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,63210220.0,0.0,0.6
26.0,0.0,1.0,390000.0,0.0,26.0,70.0,0.0,0.0,11.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,105.0,93710105.0,1.0,0.6
25.0,0.0,1.0,408000.0,0.0,20.0,48.0,1.0,1.0,11.0,7.0,24.0,0.0,1.0,580000.0,0.0,26.0,56.0,1.0,1.0,11.0,control,1.0,1.0,1.0,106.0,13140020.0,0.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,20.0,0.0,1.0,100000.0,0.0,6.0,96.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,106.0,66420020.0,1.0,0.7407407
24.0,0.0,1.0,800000.0,0.0,20.0,48.0,1.0,1.0,11.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,13710035.0,1.0,0.7407407
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,106.0,13710035.0,1.0,0.7407407
20.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,19.0,0.0,1.0,358000.0,0.0,26.0,78.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,106.0,13710035.0,0.0,0.7407407
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,0.0,1.0,120000.0,0.0,26.0,84.0,0.0,0.0,11.0,control,0.0,1.0,1.0,106.0,33140020.0,1.0,0.7407407
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,0.0,360000.0,26.0,48.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,66420020.0,0.0,0.7407407
20.0,0.0,1.0,408000.0,0.0,28.0,54.0,1.0,0.0,11.0,7.0,19.0,0.0,1.0,358000.0,0.0,30.0,48.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,106.0,13140020.0,1.0,0.7407407
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,106.0,13710035.0,1.0,0.7407407
20.0,0.0,1.0,490000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,19.0,0.0,1.0,0.0,140000.0,26.0,48.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,106.0,33130010.0,0.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,106.0,33130010.0,1.0,0.7407407
21.0,0.0,1.0,408000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,0.0,200000.0,26.0,36.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,63730045.0,1.0,0.7407407
23.0,0.0,1.0,1000000.0,0.0,17.0,48.0,1.0,1.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,106.0,13710035.0,1.0,0.7407407
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33140020.0,0.0,0.7407407
21.0,0.0,1.0,408000.0,0.0,6.0,48.0,1.0,1.0,11.0,7.0,20.0,0.0,1.0,353500.0,0.0,22.0,40.0,1.0,1.0,11.0,control,1.0,1.0,1.0,106.0,33130010.0,1.0,0.7407407
25.0,0.0,1.0,100000.0,0.0,20.0,48.0,0.0,0.0,5.0,7.0,23.0,0.0,1.0,0.0,72000.0,4.0,13.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,63730045.0,1.0,0.7407407
21.0,0.0,1.0,408000.0,0.0,26.0,72.0,1.0,1.0,11.0,7.0,20.0,0.0,1.0,380000.0,0.0,19.0,60.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,106.0,66420020.0,0.0,0.7407407
20.0,0.0,1.0,500000.0,0.0,29.0,77.0,1.0,1.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,13710035.0,1.0,0.7407407
20.0,0.0,1.0,408000.0,0.0,30.0,80.0,1.0,1.0,11.0,7.0,19.0,0.0,1.0,0.0,90000.0,26.0,60.0,0.0,0.0,9.0,control,1.0,0.0,1.0,106.0,63730045.0,1.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33130010.0,1.0,0.7407407
23.0,1.0,1.0,0.0,1000000.0,30.0,77.0,0.0,0.0,11.0,7.0,21.0,1.0,1.0,0.0,600000.0,30.0,98.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,63730045.0,0.0,0.7407407
25.0,1.0,1.0,450000.0,0.0,26.0,60.0,1.0,1.0,11.0,7.0,23.0,1.0,1.0,358000.0,0.0,22.0,50.0,1.0,1.0,11.0,control,1.0,1.0,1.0,106.0,13140020.0,0.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,0.0,1.0,358000.0,0.0,26.0,48.0,0.0,0.0,11.0,control,0.0,1.0,1.0,106.0,63730045.0,1.0,0.7407407
23.0,1.0,1.0,500000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,22.0,1.0,1.0,100000.0,0.0,12.0,24.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,106.0,66420020.0,0.0,0.7407407
21.0,0.0,1.0,350000.0,0.0,26.0,36.0,1.0,1.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,63730045.0,1.0,0.7407407
21.0,0.0,1.0,0.0,300000.0,30.0,84.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,0.0,500000.0,26.0,63.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33130010.0,0.0,0.7407407
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,13140020.0,0.0,0.7407407
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,0.0,1.0,264000.0,0.0,26.0,48.0,1.0,0.0,11.0,control,0.0,1.0,1.0,106.0,66420020.0,1.0,0.7407407
24.0,0.0,1.0,408000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,22.0,0.0,1.0,240000.0,0.0,16.0,24.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,106.0,63730045.0,0.0,0.7407407
20.0,0.0,1.0,416000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,33130010.0,1.0,0.7407407
23.0,0.0,1.0,150000.0,0.0,30.0,72.0,0.0,0.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,66420020.0,1.0,0.7407407
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,228000.0,0.0,19.0,70.0,0.0,0.0,11.0,control,0.0,1.0,1.0,106.0,33130010.0,1.0,0.7407407
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,381500.0,0.0,30.0,56.0,1.0,1.0,11.0,control,0.0,1.0,1.0,106.0,33130010.0,1.0,0.7407407
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33140020.0,0.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,0.0,0.0,22.0,40.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,13140020.0,0.0,0.7407407
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,23.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,13140020.0,1.0,0.7407407
22.0,0.0,1.0,420000.0,0.0,12.0,36.0,0.0,1.0,11.0,7.0,20.0,0.0,1.0,381500.0,0.0,26.0,48.0,1.0,0.0,11.0,control,1.0,1.0,1.0,106.0,33140020.0,1.0,0.7407407
23.0,0.0,1.0,408000.0,0.0,30.0,70.0,0.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,13140020.0,0.0,0.7407407
23.0,0.0,1.0,408000.0,0.0,26.0,40.0,0.0,0.0,11.0,7.0,21.0,0.0,1.0,0.0,15000.0,8.0,8.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,106.0,63730045.0,1.0,0.7407407
21.0,0.0,1.0,305000.0,0.0,20.0,36.0,0.0,1.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,33130010.0,1.0,0.7407407
21.0,0.0,1.0,500000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,120000.0,0.0,24.0,63.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,106.0,63730045.0,0.0,0.7407407
21.0,1.0,1.0,500000.0,0.0,30.0,56.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,231000.0,0.0,26.0,48.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,106.0,13710035.0,1.0,0.7407407
25.0,0.0,1.0,381500.0,0.0,26.0,60.0,1.0,1.0,11.0,7.0,24.0,0.0,1.0,210000.0,0.0,22.0,45.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,106.0,33140020.0,1.0,0.7407407
20.0,1.0,1.0,408000.0,0.0,25.0,56.0,1.0,1.0,11.0,7.0,19.0,1.0,1.0,358000.0,0.0,26.0,48.0,1.0,1.0,11.0,control,1.0,1.0,1.0,106.0,33140020.0,0.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,106.0,13710035.0,0.0,0.7407407
19.0,0.0,1.0,520000.0,0.0,30.0,48.0,1.0,1.0,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,106.0,33130010.0,0.0,0.7407407
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,0.0,1.0,0.0,100000.0,26.0,30.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,66420020.0,1.0,0.7407407
22.0,1.0,1.0,408000.0,0.0,26.0,72.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,358000.0,0.0,22.0,40.0,0.0,0.0,11.0,control,1.0,1.0,1.0,106.0,13140020.0,0.0,0.7407407
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33140020.0,1.0,0.7407407
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,1.0,1.0,0.0,0.0,30.0,49.0,0.0,0.0,11.0,control,0.0,0.0,1.0,106.0,66420020.0,1.0,0.7407407
21.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,1.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,106.0,13710035.0,0.0,0.7407407
21.0,0.0,1.0,381500.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,240000.0,0.0,26.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,106.0,13140020.0,1.0,0.7407407
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,106.0,33140020.0,1.0,0.7407407
25.0,0.0,1.0,180000.0,0.0,16.0,16.0,0.0,0.0,11.0,7.0,23.0,0.0,1.0,0.0,0.0,26.0,24.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,13140020.0,1.0,0.7407407
22.0,0.0,1.0,360000.0,0.0,12.0,27.0,0.0,0.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,106.0,33130010.0,1.0,0.7407407
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,0.0,1.0,400000.0,0.0,26.0,54.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,107.0,13210005.0,0.0,0.7079646
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,24.0,0.0,1.0,0.0,40000.0,22.0,10.0,0.0,0.0,11.0,control,0.0,0.0,1.0,107.0,13210005.0,1.0,0.7079646
23.0,0.0,1.0,408000.0,0.0,26.0,96.0,0.0,0.0,11.0,7.0,21.0,0.0,1.0,320000.0,0.0,26.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,107.0,63220210.0,0.0,0.7079646
25.0,0.0,1.0,408000.0,0.0,20.0,50.0,1.0,1.0,11.0,7.0,24.0,0.0,1.0,0.0,240000.0,8.0,30.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,112.0,83260005.0,0.0,0.7079646
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,24.0,0.0,1.0,358000.0,0.0,22.0,55.0,1.0,1.0,11.0,control,0.0,1.0,1.0,107.0,63220210.0,1.0,0.7079646
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,107.0,13210005.0,1.0,0.7079646
20.0,0.0,1.0,408000.0,0.0,26.0,56.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,0.0,470000.0,26.0,72.0,0.0,0.0,11.0,control,1.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
25.0,0.0,1.0,0.0,300000.0,20.0,50.0,0.0,0.0,10.0,7.0,24.0,0.0,1.0,0.0,80000.0,30.0,21.0,0.0,0.0,10.0,control,0.0,0.0,1.0,107.0,63220210.0,1.0,0.7079646
27.0,0.0,1.0,408000.0,0.0,26.0,56.0,1.0,1.0,11.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,107.0,63220210.0,0.0,0.7079646
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,107.0,13210005.0,1.0,0.7079646
25.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,1.0,11.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,107.0,63220210.0,0.0,0.7079646
26.0,0.0,1.0,0.0,60000.0,20.0,40.0,0.0,0.0,9.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,control,0.0,0.0,1.0,107.0,63220210.0,1.0,0.7079646
23.0,0.0,1.0,400000.0,0.0,30.0,52.0,0.0,0.0,11.0,7.0,21.0,0.0,1.0,0.0,170000.0,22.0,40.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,107.0,13210005.0,1.0,0.7079646
27.0,1.0,1.0,120000.0,0.0,3.0,20.0,0.0,0.0,9.0,7.0,25.0,1.0,1.0,0.0,40000.0,30.0,56.0,0.0,0.0,11.0,control,1.0,0.0,1.0,107.0,63220210.0,0.0,0.7079646
27.0,0.0,1.0,0.0,30000.0,26.0,48.0,0.0,0.0,11.0,7.0,25.0,0.0,1.0,0.0,332000.0,30.0,58.0,0.0,0.0,11.0,control,0.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
26.0,0.0,1.0,381500.0,0.0,20.0,40.0,0.0,0.0,11.0,7.0,24.0,0.0,1.0,0.0,160000.0,22.0,25.0,0.0,0.0,11.0,control,1.0,0.0,1.0,107.0,63220210.0,1.0,0.7079646
24.0,0.0,1.0,408000.0,0.0,26.0,56.0,1.0,1.0,11.0,7.0,23.0,0.0,1.0,0.0,338000.0,26.0,48.0,0.0,0.0,11.0,control,1.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,107.0,63220210.0,1.0,0.7079646
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,107.0,13210005.0,0.0,0.7079646
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13410005.0,1.0,0.75739646
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,18.0,0.0,1.0,0.0,0.0,26.0,78.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,108.0,13410005.0,0.0,0.75739646
25.0,0.0,1.0,480000.0,0.0,26.0,48.0,0.0,0.0,10.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13710005.0,0.0,0.75739646
22.0,0.0,1.0,320000.0,0.0,30.0,56.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,270000.0,0.0,20.0,55.0,0.0,1.0,11.0,control,1.0,1.0,1.0,108.0,13710005.0,0.0,0.75739646
27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,26.0,1.0,1.0,300000.0,0.0,26.0,46.0,0.0,0.0,11.0,control,0.0,1.0,1.0,108.0,63210220.0,1.0,0.75739646
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,24.0,0.0,1.0,0.0,200000.0,8.0,20.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13710005.0,1.0,0.75739646
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13710005.0,1.0,0.75739646
21.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13530005.0,1.0,0.75739646
22.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13410005.0,1.0,0.75739646
20.0,0.0,1.0,870000.0,0.0,30.0,60.0,1.0,0.0,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13410115.0,1.0,0.75739646
23.0,0.0,1.0,408000.0,0.0,26.0,24.0,1.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13410115.0,1.0,0.75739646
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,200000.0,0.0,20.0,60.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,108.0,13410005.0,1.0,0.75739646
21.0,0.0,1.0,408000.0,0.0,25.0,55.0,1.0,1.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,63210220.0,0.0,0.75739646
20.0,1.0,1.0,490150.0,0.0,24.0,48.0,1.0,1.0,11.0,7.0,19.0,1.0,1.0,0.0,360000.0,26.0,45.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13410115.0,0.0,0.75739646
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,300000.0,0.0,26.0,24.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,108.0,63210220.0,0.0,0.75739646
22.0,0.0,1.0,0.0,250000.0,30.0,70.0,0.0,0.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13410005.0,0.0,0.75739646
25.0,0.0,1.0,0.0,100000.0,30.0,60.0,0.0,0.0,11.0,7.0,24.0,0.0,1.0,0.0,0.0,26.0,36.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13530005.0,1.0,0.75739646
23.0,0.0,1.0,550000.0,0.0,16.0,48.0,0.0,1.0,11.0,7.0,22.0,0.0,1.0,350000.0,0.0,30.0,98.0,0.0,1.0,11.0,selected,1.0,1.0,1.0,108.0,13530005.0,0.0,0.75739646
23.0,0.0,1.0,460000.0,0.0,30.0,56.0,1.0,1.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13710005.0,1.0,0.75739646
21.0,0.0,1.0,408000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,320000.0,0.0,26.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,108.0,13410005.0,0.0,0.75739646
20.0,0.0,1.0,240000.0,0.0,8.0,16.0,0.0,0.0,11.0,7.0,18.0,0.0,1.0,300000.0,0.0,30.0,52.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,108.0,13420005.0,0.0,0.75739646
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,108.0,13420005.0,1.0,0.75739646
21.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13410115.0,0.0,0.75739646
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,20.0,0.0,1.0,0.0,220000.0,26.0,46.0,0.0,0.0,11.0,control,0.0,0.0,1.0,108.0,13710005.0,1.0,0.75739646
20.0,1.0,1.0,408000.0,0.0,20.0,72.0,1.0,1.0,11.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13420005.0,0.0,0.75739646
19.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,18.0,0.0,1.0,0.0,45000.0,20.0,44.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13530005.0,0.0,0.75739646
20.0,0.0,1.0,600000.0,0.0,20.0,48.0,0.0,0.0,11.0,7.0,19.0,0.0,1.0,0.0,150000.0,10.0,25.0,0.0,0.0,11.0,control,1.0,0.0,1.0,108.0,13410115.0,1.0,0.75739646
21.0,0.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13420005.0,1.0,0.75739646
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,108.0,13410005.0,0.0,0.75739646
24.0,0.0,1.0,408000.0,0.0,20.0,40.0,1.0,1.0,11.0,7.0,22.0,0.0,1.0,100000.0,0.0,26.0,72.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,108.0,13710005.0,0.0,0.75739646
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,18.0,0.0,1.0,0.0,360000.0,30.0,70.0,0.0,0.0,8.0,selected,0.0,0.0,1.0,108.0,13710005.0,0.0,0.75739646
22.0,0.0,1.0,408000.0,0.0,26.0,56.0,1.0,1.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13530005.0,1.0,0.75739646
25.0,0.0,1.0,408000.0,0.0,24.0,60.0,1.0,1.0,11.0,7.0,24.0,0.0,1.0,0.0,180000.0,26.0,52.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,108.0,13410115.0,0.0,0.75739646
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,108.0,63210220.0,0.0,0.75739646
26.0,0.0,1.0,600000.0,0.0,26.0,60.0,0.0,0.0,11.0,7.0,25.0,0.0,1.0,358000.0,0.0,26.0,72.0,1.0,1.0,11.0,control,1.0,1.0,1.0,108.0,13710005.0,0.0,0.75739646
24.0,0.0,1.0,471000.0,0.0,24.0,48.0,1.0,1.0,11.0,7.0,23.0,0.0,1.0,380000.0,0.0,22.0,40.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,108.0,13410115.0,0.0,0.75739646
23.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,0.0,11.0,7.0,22.0,0.0,1.0,350000.0,0.0,30.0,69.0,0.0,0.0,9.0,selected,1.0,1.0,1.0,108.0,13530005.0,1.0,0.75739646
